ID,Poem Name,Poem Number,Poem Line,Metaphor present or not,Count of the Metaphors,Metaphoric Terms,Metaphor Type,Source Domain,Target Domain,Interpretation,Year,Poet
49,හ‌ංස සන්දේශය,31,ඇම සඳ මෙ රද බෝසත් සිරි ඉසි ලීය,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
50,හ‌ංස සන්දේශය,32,රුපු සයුරට කග මෙර මත කොට තැ කිය,yes,1,රුපු සයුර,standard,"සයුර, සාගරය","රුපු, සතුරන්",සතුරන් නැමති සාගරය,කෝට්ටේ යුගය,අවිනිශ්චිතය
51,හ‌ංස සන්දේශය,32,තද යුදයට වැද මඳකුත් නොවැළ කිය,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
52,හ‌ංස සන්දේශය,32,තම විකුමට සරි නිරිඳකු නොසැල කිය,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
53,හ‌ංස සන්දේශය,32,නිති මුළු රට සත සිය සක් ලෙස රැ කිය,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
54,හ‌ංස සන්දේශය,40,ක ර වා පසඟඟ තුරු ගොස රණ බිමට බැ ස,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
55,හ‌ංස සන්දේශය,40,ත ද වා සිපත ගෙන සහ රුපු රදුන් ය ස,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
56,හ‌ංස සන්දේශය,40,ලෙළවා ඔවුන් හදවත් සමගින් පලි ස,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
57,හ‌ංස සන්දේශය,40,මොළවා උනඹුවන ළෙයි සෝක ගිනි රෑ ස,yes,1,සෝක ගිනි,standard,"ගිනි, ගින්දර","සෝක, ශෝකය",ශෝකය නැමති ගින්දර,කෝට්ටේ යුගය,අවිනිශ්චිතය
58,හ‌ංස සන්දේශය,42,රණවා පිය ලෙහෙ වතුරෙන් ගත් තරඟ,yes,2,රණ වාපිය,standard,"වාපිය, වැව","රණ, යුද්ධය",යුද්ධය නමැති වැව,කෝට්ටේ යුගය,අවිනිශ්චිතය
59,හ‌ංස සන්දේශය,42,රණවා පිය ලෙහෙ වතුරෙන් ගත් තරඟ,yes,2,ලෙහෙ වතුරෙන්,dead,වතුර,"ලෙහෙ, ලේ",ලේ වතුර,කෝට්ටේ යුගය,අවිනිශ්චිතය
60,හ‌ංස සන්දේශය,42,පුරවා පිය සොන් සිවලුන් සිත් සමඟ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
61,හ‌ංස සන්දේශය,42,කරවා පිය අඟනන් සිත් විරහ ගඟ,yes,1,විරහ ගඟ,standard,"ගඟ, ගංගාව","විරහ, සිත් වියෝගය",සිත් වියෝගය නමැති ගංගාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
62,හ‌ංස සන්දේශය,42,බඳවා පිය ජය දද අට දිගු යටඟ,yes,1,අට දිගු යටඟ,standard,"යටඟ, පරාල","අට දිගු, දිසා අට",දිසා අට නමැති පරාල,කෝට්ටේ යුගය,අවිනිශ්චිතය
63,හ‌ංස සන්දේශය,43,තැවී යදැල් බිඳ නැඟි ගිනි කඳේ යිදී,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
64,හ‌ංස සන්දේශය,43,පෙවී පණ සිපත මදැතුන් බඳේ යිදී,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
65,හ‌ංස සන්දේශය,43,ලැවී ඔප කගින් කගවන් යුදේ යිදී,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
66,හ‌ංස සන්දේශය,43,නිවී රුපුන් වියොගින් සුර මැදේ යිදී,yes,1,වියොගින් ,standard,ගින්න,"වියෝව, ශෝකය","වියෝ ගින්න, ශෝකය නැමති ගින්දර",කෝට්ටේ යුගය,අවිනිශ්චිතය
67,හ‌ංස සන්දේශය,44,දළ පැරැකුම් රජ සුර තුරෙක රිවි ගො ත,yes,1,පැරැකුම් රජ සුර තුර,standard,"සුර තුර, දිව්‍ය වෘක්ෂය","පැරැකුම් රජ, පරාක්‍රමබාහු රජතුමා",පරාක්‍රමබාහු රජතුමා දිව්‍ය වෘක්ෂය,කෝට්ටේ යුගය,අවිනිශ්චිතය
68,හ‌ංස සන්දේශය,44,දුළ බුවනෙක බුජ කප් තුර එයින් ප ත,yes,1,බුවනෙක බුජ කප් තුර,standard,"කප් තුර, කල්ප වෘක්ෂය","බුවනෙක බුජ, බුවනෙකබාහු",බුවනෙකබාහු නමැති කල්ප වෘක්ෂය,කෝට්ටේ යුගය,අවිනිශ්චිතය
69,හ‌ංස සන්දේශය,44,යළ මෙ නිරිඳු එහි කඳ සිරි ගත දිමු ත,yes,1,මෙ නිරිඳු එහි කඳ,standard,එහි කඳ,"මෙ නිරිඳු, මේ රජතුමා",මේ රජතුමා එහි කඳ,කෝට්ටේ යුගය,අවිනිශ්චිතය
70,හ‌ංස සන්දේශය,44,පැළ ඉන් ඇතිව වැඩෙනුය මෙ සිරිලක් කෙ ත,yes,1,සිරිලක් කෙත,standard,"කෙත, කුඹුර","සිරිලක, ශ්‍රී ලංකාව",ශ්‍රී ලංකාව නමැති කුඹුර,කෝට්ටේ යුගය,අවිනිශ්චිතය
71,හ‌ංස සන්දේශය,45,මෙ නිරිඳු ගුණ මහිම හිම සඳන සඳ තවරා,yes,1,ගුණ මහිම හිම සඳන,standard,"හිම සඳන, සිහිල් සඳුන් අලේපය","ගුණ මහිම, ගුණ මහිමය",ගුණ මහිමය නමැති සිහිල් සඳුන් අලේපය,කෝට්ටේ යුගය,අවිනිශ්චිතය
72,හ‌ංස සන්දේශය,45,සිදු කරණ ලෙස අදහස තොර නොකර අද අදරින්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
73,හ‌ංස සන්දේශය,48,සත සිත ලෙසින් ගත -සන හා සුවඳ සිසිලෙන්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
74,හ‌ංස සන්දේශය,48,කඩා රැගත් රුපු රද යස දුහුල් බදු,yes,1,යස දුහුල්,standard,"දුහුල්, පටසළු","යස, කීර්තිය",කීර්තිය නැමති පටසළු,කෝට්ටේ යුගය,අවිනිශ්චිතය
75,හ‌ංස සන්දේශය,48,වඩා සිනිඳු මුසු සුදු කළු සුපිරිසිදු,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
76,හ‌ංස සන්දේශය,48,කැටි කළ රිවි කිරණ - පැටි කළ පැළැඳි අබරණ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
77,හ‌ංස සන්දේශය,48,නිකුත් සිරිඳු මෙන් සුර ගඟ තරඟ පිටින්,yes,1,සුර ගඟ,standard,"ගඟ, ගංගාව","සුර, ආකාශය, අහස",ආකාශ ගංගාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
78,හ‌ංස සන්දේශය,48,අවුත් උදුල පිවිතුරු පිය විලිය පිටින්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
79,හ‌ංස සන්දේශය,54,නොව සසලේ දැන අය වැය ද මේ සැටි ත්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
80,හ‌ංස සන්දේශය,54,සඳ සසලේ ලෙස එකතුව නොපෑ පිටි ත්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
81,හ‌ංස සන්දේශය,54,මුව කමලේ බොරු නොවකා සිතේ ළෙටි ත් ,yes,1,මුව කමලේ,standard,"කමල, නෙලුම් මල","මුව, මුහුණ",මුහුණ නමැති නෙලුම් මල,කෝට්ටේ යුගය,අවිනිශ්චිතය
82,හ‌ංස සන්දේශය,54,අර මුදලේ ලේකම් මුදලිවරු සිටි ත්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
83,හ‌ංස සන්දේශය,60,දිනිඳුන් කිරණ මෙන් මැතිමුව සියපත ට,yes,1,මුව සියපත,standard,"සියපත, නෙලුම් මල","මුව, මුහුණ",මුහුණ නමැති නෙලුම් මල,කෝට්ටේ යුගය,අවිනිශ්චිතය
84,හ‌ංස සන්දේශය,60,යළිඳුන් රහස් යටි වන් රජු සවනත ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
85,හ‌ංස සන්දේශය,60,කොඩොලින් නික්ම මිනි රැස් පැතිරෙයි අව ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
86,හ‌ංස සන්දේශය,60,වන මෙන් පහන් වෙයි එම කිරණත ස තිස ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
87,හ‌ංස සන්දේශය,63,තුසර තුසර කර සිහිලස කැරැ ඉක් ම ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
88,හ‌ංස සන්දේශය,63,අඹර තඹර කර දිනකර එන තෙක් ම,yes,1,අඹර තඹරකර,,"තඹරකර, නෙලුම් විල",අහස ,අහස නමැති නෙලුම් විල,කෝට්ටේ යුගය,අවිනිශ්චිතය
89,හ‌ංස සන්දේශය,63,බැහැර නොහැර සිත සිහි කර පිරිතක් ම,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
90,හ‌ංස සන්දේශය,63,තිසර තිසර මමිතුර මෙපුරෙන් නික් ම,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
91,හ‌ංස සන්දේශය,64,සුපිපි කමල් මහනෙල් පෙති ඇතිරි පි ට,yes,1,කමල් මහනෙල් පෙති ඇතිරි,standard,"ඇතිරි, ඇතිරිලි","කමල් මහනෙල් පෙති, නෙලුම් හා මහනෙල් මල් පෙති",නෙලුම් හා මහනෙල් මල් පෙති නමැති ඇතිරිලි,කෝට්ටේ යුගය,අවිනිශ්චිතය
92,හ‌ංස සන්දේශය,64,හුන් බිඟුදැල් එන නිල් බිජුවට රඟ ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
93,හ‌ංස සන්දේශය,64,දිසි මනකල් වහසල් දොර ඉදිරි පි ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
94,හ‌ංස සන්දේශය,64,සිට මඳ කල් සුවිසල් කොන්තගංතො ට,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
95,හ‌ංස සන්දේශය,79,එළි කළ අවට රන් කොත් පහ මුදුන්නේ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
96,හ‌ංස සන්දේශය,79,බැඳහළ නෙතිගු යටගෙයි දද වැනෙන්නේ,yes,1,නෙතිගු යටගෙයි දද,standard,"නෙතිගු, නොයෙක් දිශා","යටගෙයි දද, කොඩි මිට අග",නොයෙක් දිශා නමැති කොඩි මිට අග,කෝට්ටේ යුගය,අවිනිශ්චිතය
97,හ‌ංස සන්දේශය,79,පැහැදුළ නොයෙක පහ පෙළ ගඟැ පෙනෙන්නේ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
98,හ‌ංස සන්දේශය,79,ගඟ තුළ උදුළ පුර වැනි නා රජුන්නේ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
99,හ‌ංස සන්දේශය,99,ඇදගෙන සිහිල් මඳනල දිය දහර හෙ ත,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
100,හ‌ංස සන්දේශය,99,විල ඟන බියෙන් දිලි නිලුපුල් ඇස් වස ත,yes,1,විල ඟන,standard,විල,"අඟන, කාන්තාව",විල නමැති කාන්තාව,කෝට්ටේ යුගය,අවිනිශ්චිතය
101,හ‌ංස සන්දේශය,99,විල ඟන බියෙන් දිලි නිලුපුල් ඇස් වස ත,yes,1,නිලුපුල් ඇස්,standard,"නිලුපුල්, නිල් මානෙල්",ඇස්,නිල් මානෙල් නමැති ඇස්,කෝට්ටේ යුගය,අවිනිශ්චිතය
102,හ‌ංස සන්දේශය,99,අසු ව න සලෙළුවන් මෙන් පරඟනන් වෙ ත,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
103,හ‌ංස සන්දේශය,99,හැකිලෙන පියුම් ගම බමරුන් බැස බැඳෙ ත,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
104,හ‌ංස සන්දේශය,101,මඳනල සබඳ සඳවෙල ගිනි දැල් නොමඳ,yes,1,සඳවෙල ගිනි දැල්,standard,ගිනි දැල්,"සඳවෙල, වලාකුළු",වලාකුළු නමැති ගිනි දැල්,කෝට්ටේ යුගය,අවිනිශ්චිතය
105,හ‌ංස සන්දේශය,101,වැද වැද පිපිර හුණු තුරු බිජු මෙන් එසඳ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
106,හ‌ංස සන්දේශය,101,රොද බැඳ රොනැර ගෙන යන බමර මුළු වැද,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
107,හ‌ංස සන්දේශය,101,කොඳ වන පිපෙන රඟ බල හැම තැන සබඳ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
108,හ‌ංස සන්දේශය,104,සුනෙර මතින් අළලන සඳ කිරි සයු ර,yes,1,සුනෙර මතින්,standard,"මතින්, පත් හැන්ද","සුනෙර, මහ මේරු පර්වතය",මහ මේරු පර්වතය නමැති පත් හැන්ද,කෝට්ටේ යුගය,අවිනිශ්චිතය
109,හ‌ංස සන්දේශය,104,ඉතිර වෙරළ දිව යන මෙන් රළ සත ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
110,හ‌ංස සන්දේශය,104,පැතිර උදය ගිර සිරසින් දිලි නොහැ ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
111,හ‌ංස සන්දේශය,104,මිතුර බලා ලව එන සඳ රැස් වතු ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
112,හ‌ංස සන්දේශය,113,බිඳ සතුරන් ජය සිරි දී වරින් ව ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
113,හ‌ංස සන්දේශය,113,ලද ගම්බිම් ගජ හය සෙනඟ පිරිව ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
114,හ‌ංස සන්දේශය,113,වැඳ විබීසණ සුරිඳුගේ සිරිපා තඹ ර,yes,1,සිරිපා තඹර,standard,"තඹර, නෙලුම් මල","සිරිපා, ශ්‍රී පාද",ශ්‍රී පාද නමැති නෙලුම් මල,කෝට්ටේ යුගය,අවිනිශ්චිතය
115,හ‌ංස සන්දේශය,113,නද පියකර තෙපුලෙන් මෙලෙස සැළක ර,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
116,හ‌ංස සන්දේශය,115,පැළඳ තිසරණ මිණි අබරණ තමා මුදුනෙහි ,yes,1,තිසරණ මිණි අබරණ,standard,"මිණි අබරණ, මැණික් ආභරණ","තිසරණ, ත්‍රිවිධ රත්නය",ත්‍රිවිධ රත්නය නමැති මැණික් ආභරණ,කෝට්ටේ යුගය,අවිනිශ්චිතය
117,හ‌ංස සන්දේශය,115,නිසග සොමි ගුණෙන් පසු කළ සුපුන් සඳුන්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
118,හ‌ංස සන්දේශය,115,සමඟ මෙ නරනිඳුගේ අග බිසෝ ළඳුන්,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
119,හ‌ංස සන්දේශය,115,මතු රජ සිරි ලබන මනුරද සිරිනි මන නඳ,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
120,හ‌ංස සන්දේශය,119,පැල හිඳුවත සිසි සස්කර අහස් කෙ ත,yes,2,සිසි සස්කර,standard,"සස්කර, ගොවියා ","සිසි, චන්ද්‍රයා",චන්ද්‍රයා නමැති ගොවියා ,කෝට්ටේ යුගය,අවිනිශ්චිතය
121,හ‌ංස සන්දේශය,119,පැල හිඳුවත සිසි සස්කර අහස් කෙ ත,yes,2,අහස් කෙත,standard,"කෙත,  කුඹුර","අහස, ආකාශය",ආකාශය නමැති කුඹුර,කෝට්ටේ යුගය,අවිනිශ්චිතය
122,හ‌ංස සන්දේශය,119,දුළ සපු වත මිණි මුතු වන කොඳ වන ත,no,0,,,,,,කෝට්ටේ යුගය,අවිනිශ්චිතය
